Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_00176	NZ_RHXR01000011.1	59175	60572	+	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	465	465	100.00	100.00	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NF033142.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_00713	NZ_RHXR01000016.1	86601	87425	+	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_00800	NZ_RHXR01000017.1	83916	84626	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIALP	236	429	55.01	99.58	236	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_01545	NZ_RHXR01000024.1	50802	51953	-	blaADC-25	class C beta-lactamase ADC-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211217.1	class C beta-lactamase ADC-25	NF000425.2	ADC family extended-spectrum class C beta-lactamase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_01719	NZ_RHXR01000028.1	29439	30689	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
GCF_003939415.1_ASM393941v1_genomic	NA	NZ_RHXR01000028.1	44248	45066	-	blaOXA-23	carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	carbapenem-hydrolyzing class D beta-lactamase OXA-23	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_02927	NZ_RHXR01000050.1	334	1113	+	aph(3')-VIb	aminoglycoside O-phosphotransferase APH(3')-VIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTP	259	259	100.00	99.61	259	WP_000422633.1	aminoglycoside O-phosphotransferase APH(3')-VIb	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_02929	NZ_RHXR01000050.1	3506	4432	+	blaPER-1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	308	308	100.00	100.00	308	WP_001100753.1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	NF000389.2	PER family class A extended-spectrum beta-lactamase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_02965	NZ_RHXR01000056.1	21	764	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALP	247	278	88.85	99.60	247	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_02969	NZ_RHXR01000056.1	3377	4243	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	288	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_03187	NZ_RHXR01000061.1	835	1521	-	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	228	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
GCF_003939415.1_ASM393941v1_genomic	NA	NZ_RHXR01000061.1	838	1299	-	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NA	NA
GCF_003939415.1_ASM393941v1_genomic	HCKGKDMF_03197	NZ_RHXR01000068.1	11	814	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_00906	NZ_RHYA01000001.1	60964	62361	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	465	465	100.00	99.78	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NF033142.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_02695	NZ_RHYA01000004.1	92510	93988	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_03331	NZ_RHYA01000007.1	82536	83360	+	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_00497	NZ_RHYA01000014.1	83917	84627	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIALP	236	429	55.01	99.58	236	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_01157	NZ_RHYA01000020.1	24160	24948	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	EXACTP	262	262	100.00	100.00	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NF033220.1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_01354	NZ_RHYA01000024.1	87	1238	+	blaADC-25	class C beta-lactamase ADC-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211217.1	class C beta-lactamase ADC-25	NF000425.2	ADC family extended-spectrum class C beta-lactamase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_01517	NZ_RHYA01000027.1	29440	30690	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
GCF_003939445.1_ASM393944v1_genomic	NA	NZ_RHYA01000027.1	44249	45067	-	blaOXA-23	carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	carbapenem-hydrolyzing class D beta-lactamase OXA-23	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_02821	NZ_RHYA01000052.1	334	1113	+	aph(3')-VIb	aminoglycoside O-phosphotransferase APH(3')-VIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTP	259	259	100.00	99.61	259	WP_000422633.1	aminoglycoside O-phosphotransferase APH(3')-VIb	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_02823	NZ_RHYA01000052.1	3506	4432	+	blaPER-1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	308	308	100.00	100.00	308	WP_001100753.1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	NF000389.2	PER family class A extended-spectrum beta-lactamase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_02851	NZ_RHYA01000057.1	47	913	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	288	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_02855	NZ_RHYA01000057.1	3526	4269	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALP	247	278	88.85	99.60	247	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_03070	NZ_RHYA01000063.1	923	1609	+	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	228	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
GCF_003939445.1_ASM393944v1_genomic	NA	NZ_RHYA01000063.1	1145	1606	+	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NA	NA
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_03244	NZ_RHYA01000070.1	150	953	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
GCF_003939445.1_ASM393944v1_genomic	CJAKEJEM_03248	NZ_RHYA01000075.1	25	552	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	PARTIALP	175	259	67.57	99.43	175	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NA	NA
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_03513	NZ_RHYC01000008.1	174963	175736	+	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	257	257	100.00	100.00	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_03516	NZ_RHYC01000008.1	178035	179510	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NF000168.1	Msr family ABC-F type ribosomal protection protein
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_03517	NZ_RHYC01000008.1	179566	180450	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_00118	NZ_RHYC01000010.1	127289	128578	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	429	429	100.00	100.00	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_00147	NZ_RHYC01000011.1	18281	19531	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_00743	NZ_RHYC01000016.1	75123	75947	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_00939	NZ_RHYC01000018.1	95929	97080	-	blaADC-73	class C extended-spectrum beta-lactamase ADC-73	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211219.1	class C extended-spectrum beta-lactamase ADC-73	NF000425.2	ADC family extended-spectrum class C beta-lactamase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_01409	NZ_RHYC01000022.1	12264	13661	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	EXACTP	465	465	100.00	100.00	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NF033142.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_01471	NZ_RHYC01000023.1	2339	3556	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	405	401	99.75	100.00	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)	NF012190.1	tetracycline efflux MFS transporter Tet(B)
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_01476	NZ_RHYC01000023.1	6929	7765	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_01477	NZ_RHYC01000023.1	7765	8610	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	281	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_01836	NZ_RHYC01000029.1	35424	36212	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTP	262	262	100.00	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NF033220.1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_02175	NZ_RHYC01000032.1	1528	3006	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_02566	NZ_RHYC01000045.1	1667	2488	-	blaOXA-23	carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_001046004.1	carbapenem-hydrolyzing class D beta-lactamase OXA-23	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_02572	NZ_RHYC01000048.1	698	1558	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
GCF_003939465.1_ASM393946v1_genomic	BDPKNMBM_02573	NZ_RHYC01000049.1	449	1264	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NF033059.2	APH(3')-I family aminoglycoside O-phosphotransferase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_00907	NZ_RHYB01000001.1	60963	62360	-	adeC	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	465	465	100.00	99.78	465	AAL14441.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC	NF033142.1	multidrug efflux RND transporter AdeABC outer membrane channel subunit AdeC
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_02709	NZ_RHYB01000004.1	92510	93988	-	amvA	multidrug efflux MFS transporter AmvA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTP	492	492	100.00	98.98	492	ACQ82816.1	multidrug efflux MFS transporter AmvA	NA	NA
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_03335	NZ_RHYB01000007.1	82951	83775	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_00498	NZ_RHYB01000014.1	83917	84627	-	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIALP	236	429	55.01	99.58	236	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_01237	NZ_RHYB01000021.1	34702	35490	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	EXACTP	262	262	100.00	100.00	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NF033220.1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_01414	NZ_RHYB01000025.1	87	1238	+	blaADC-25	class C beta-lactamase ADC-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211217.1	class C beta-lactamase ADC-25	NF000425.2	ADC family extended-spectrum class C beta-lactamase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_01577	NZ_RHYB01000028.1	29440	30690	+	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
GCF_003939475.1_ASM393947v1_genomic	NA	NZ_RHYB01000028.1	44249	45067	-	blaOXA-23	carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	carbapenem-hydrolyzing class D beta-lactamase OXA-23	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_02827	NZ_RHYB01000051.1	2404	3330	-	blaPER-1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	308	308	100.00	100.00	308	WP_001100753.1	inhibitor-resistant class A extended-spectrum beta-lactamase PER-1	NF000389.2	PER family class A extended-spectrum beta-lactamase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_02829	NZ_RHYB01000051.1	5723	6502	-	aph(3')-VIb	aminoglycoside O-phosphotransferase APH(3')-VIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTP	259	259	100.00	99.61	259	WP_000422633.1	aminoglycoside O-phosphotransferase APH(3')-VIb	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_02854	NZ_RHYB01000056.1	47	913	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTP	288	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_02858	NZ_RHYB01000056.1	3526	4269	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALP	247	278	88.85	99.60	247	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_03073	NZ_RHYB01000062.1	923	1609	+	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	228	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NF033083.0	AAC(3)-I family aminoglycoside 3-N-acetyltransferase
GCF_003939475.1_ASM393947v1_genomic	NA	NZ_RHYB01000062.1	1145	1606	+	aac(3)-Ia	aminoglycoside N-acetyltransferase AAC(3)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	154	154	100.00	100.00	154	WP_002089484.1	aminoglycoside N-acetyltransferase AAC(3)-Ia	NA	NA
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_03085	NZ_RHYB01000068.1	150	953	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
GCF_003939475.1_ASM393947v1_genomic	CAKCADKF_03252	NZ_RHYB01000074.1	25	552	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	PARTIALP	175	259	67.57	99.43	175	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NA	NA
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_03274	NZ_RHYD01000007.1	4278	5162	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_03275	NZ_RHYD01000007.1	5218	6693	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NF000168.1	Msr family ABC-F type ribosomal protection protein
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_03278	NZ_RHYD01000007.1	8992	9765	-	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	257	257	100.00	100.00	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_00117	NZ_RHYD01000010.1	127740	128528	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTP	262	262	100.00	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	NF033220.1	ANT(3'')-II family aminoglycoside nucleotidyltransferase
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_00274	NZ_RHYD01000011.1	127289	128578	+	abaF	fosfomycin efflux MFS transporter AbaF	plus	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	EXACTP	429	429	100.00	100.00	429	ABO11759.2	fosfomycin efflux MFS transporter AbaF	NA	NA
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_00390	NZ_RHYD01000012.1	111480	112730	-	nreB	nickel resistance MFS transporter NreB	plus	STRESS	METAL	NICKEL	NICKEL	BLASTP	416	416	100.00	98.32	416	ADY84088.1	nickel resistance MFS transporter NreB	NA	NA
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_00792	NZ_RHYD01000016.1	75122	75946	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
GCF_003939505.1_ASM393950v1_genomic	EOHJHIMN_00905	NZ_RHYD01000018.1	86	1237	+	blaADC-73	class C extended-spectrum beta-lactamase ADC-73	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211219.1	class C extended-spectrum beta-lactamase ADC-73	NF000425.2	ADC family extended-spectrum class C beta-lactamase
